               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,     train/lmmd_loss,       train/fg_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,       val/lmmd_loss,         val/fg_loss,               x/lr0,               x/lr1,               x/lr2
                  66,             0.05134,           0.0055406,            0.010642,                   0,             0.60862,             0.71242,              0.6253,             0.69648,             0.31116,            0.044211,            0.018413,            0.002615,                   0,                   0,          0.00089972,          0.00089972,          0.00089972
                  67,             0.04753,            0.012859,           0.0052574,                   0,             0.60582,             0.69542,             0.63113,             0.68428,             0.30898,            0.043598,            0.018301,           0.0025574,                   0,                   0,          0.00089673,          0.00089673,          0.00089673
                  68,            0.037284,            0.011103,           0.0046577,                   0,             0.62371,             0.69001,             0.64049,             0.69421,               0.323,            0.043999,            0.018291,           0.0025388,                   0,                   0,          0.00089371,          0.00089371,          0.00089371
                  69,            0.033072,            0.011137,           0.0019375,                   0,             0.61829,             0.71817,             0.63697,             0.69485,             0.30922,            0.043624,            0.017966,           0.0025599,                   0,                   0,          0.00089065,          0.00089065,          0.00089065
                  70,            0.045169,            0.017173,           0.0048454,                   0,             0.62814,             0.75805,             0.63698,             0.70606,             0.33558,            0.043034,             0.01787,           0.0025338,                   0,                   0,          0.00088755,          0.00088755,          0.00088755
                  71,            0.028918,           0.0083073,           0.0027949,                   0,             0.59712,              0.7435,             0.63699,              0.7037,             0.32584,            0.043581,            0.017719,           0.0025282,                   0,                   0,          0.00088442,          0.00088442,          0.00088442
                  72,            0.027928,           0.0083215,           0.0028163,                   0,             0.60853,             0.73362,             0.64286,             0.70018,             0.30403,            0.043456,            0.017746,           0.0025465,                   0,                   0,          0.00088124,          0.00088124,          0.00088124
                  73,            0.049559,           0.0053755,           0.0032761,                   0,             0.59873,             0.73759,             0.65734,             0.71018,             0.30287,            0.042995,             0.01768,           0.0025328,                   0,                   0,          0.00087804,          0.00087804,          0.00087804
                  74,            0.036889,            0.010842,           0.0027514,                   0,             0.60017,             0.74823,             0.66083,             0.70932,             0.32836,            0.042445,            0.017582,           0.0024842,                   0,                   0,          0.00087479,          0.00087479,          0.00087479
                  75,            0.045536,           0.0056805,           0.0036634,                   0,             0.59182,             0.75669,             0.66333,              0.7146,             0.30999,            0.042994,            0.017756,           0.0024427,                   0,                   0,          0.00087151,          0.00087151,          0.00087151
                  76,             0.04815,           0.0051435,           0.0036444,                   0,             0.61217,             0.79376,             0.64557,             0.71191,               0.319,            0.042221,            0.017827,           0.0024022,                   0,                   0,           0.0008682,           0.0008682,           0.0008682
                  77,            0.040072,            0.010285,           0.0021803,                   0,             0.61635,              0.7765,             0.63908,             0.70615,             0.31761,            0.043015,            0.017876,           0.0023703,                   0,                   0,          0.00086485,          0.00086485,          0.00086485
                  78,             0.03955,           0.0096014,           0.0025535,                   0,             0.60047,              0.7904,             0.63488,             0.71331,             0.33541,            0.042073,            0.017852,           0.0023521,                   0,                   0,          0.00086146,          0.00086146,          0.00086146
                  79,            0.036335,           0.0076491,           0.0029376,                   0,             0.59792,             0.80511,              0.6336,             0.71388,             0.31712,            0.042958,            0.017919,           0.0023505,                   0,                   0,          0.00085805,          0.00085805,          0.00085805
                  80,             0.03897,            0.012658,           0.0021469,                   0,             0.59401,             0.76547,             0.65517,             0.72003,             0.33627,            0.042231,            0.017932,           0.0023329,                   0,                   0,          0.00085459,          0.00085459,          0.00085459
                  81,            0.052077,            0.023723,           0.0042922,                   0,             0.64517,             0.78793,             0.65959,             0.72538,             0.34568,            0.042236,             0.01798,            0.002346,                   0,                   0,          0.00085111,          0.00085111,          0.00085111
                  82,            0.038053,           0.0080479,           0.0034697,                   0,             0.60321,              0.7737,             0.63943,             0.72062,             0.32628,            0.043001,            0.017896,           0.0023487,                   0,                   0,          0.00084759,          0.00084759,          0.00084759
                  83,            0.034472,            0.013187,           0.0023121,                   0,             0.60489,             0.75388,             0.65349,             0.71704,             0.34518,            0.042852,            0.017691,           0.0023349,                   0,                   0,          0.00084404,          0.00084404,          0.00084404
                  84,            0.047433,           0.0082093,           0.0030462,                   0,             0.60489,             0.75238,             0.64898,             0.71136,             0.33337,            0.043392,            0.017806,           0.0023205,                   0,                   0,          0.00084046,          0.00084046,          0.00084046
                  85,            0.033723,           0.0082011,           0.0014515,                   0,             0.60933,             0.79192,             0.64266,             0.70963,             0.32766,            0.042965,            0.018001,           0.0023384,                   0,                   0,          0.00083684,          0.00083684,          0.00083684
                  86,            0.064812,             0.01546,           0.0042735,                   0,             0.64496,             0.82705,             0.64859,             0.72991,             0.34142,            0.042284,            0.017845,            0.002303,                   0,                   0,          0.00083319,          0.00083319,          0.00083319
                  87,             0.03443,           0.0069987,            0.003547,                   0,             0.59765,             0.84953,             0.64411,             0.73339,             0.33312,            0.042222,            0.017777,           0.0023339,                   0,                   0,          0.00082952,          0.00082952,          0.00082952
                  88,            0.037405,           0.0072596,           0.0031097,                   0,             0.59988,             0.83429,             0.64981,              0.7326,             0.32531,            0.042995,            0.017655,           0.0023488,                   0,                   0,          0.00082581,          0.00082581,          0.00082581
                  89,            0.043248,           0.0081042,           0.0034261,                   0,             0.57932,             0.81825,             0.64474,             0.72702,             0.31993,            0.042537,            0.017503,           0.0022832,                   0,                   0,          0.00082207,          0.00082207,          0.00082207
                  90,            0.039123,           0.0082179,           0.0019477,                   0,             0.59424,             0.74737,             0.67062,             0.72487,             0.32542,            0.042884,            0.017373,           0.0022557,                   0,                   0,           0.0008183,           0.0008183,           0.0008183
                  91,            0.021111,           0.0026438,          0.00083973,                   0,             0.59732,             0.75294,             0.66962,             0.72816,             0.33343,            0.042346,            0.017199,           0.0022358,                   0,                   0,           0.0008145,           0.0008145,           0.0008145
                  92,            0.050092,            0.011598,           0.0026895,                   0,              0.6126,             0.78391,             0.65006,              0.7234,             0.33651,            0.042241,            0.017092,           0.0022148,                   0,                   0,          0.00081068,          0.00081068,          0.00081068
                  93,            0.062169,            0.019958,           0.0047691,                   0,             0.62143,             0.76718,              0.6743,             0.73243,             0.34771,            0.041882,            0.017069,            0.002186,                   0,                   0,          0.00080682,          0.00080682,          0.00080682
                  94,            0.035134,           0.0074153,           0.0017682,                   0,             0.60457,             0.75552,             0.67198,             0.72509,             0.34838,            0.042583,            0.017031,           0.0021831,                   0,                   0,          0.00080294,          0.00080294,          0.00080294
                  95,            0.039373,           0.0028364,           0.0022334,                   0,             0.60137,             0.76759,              0.6659,             0.73056,              0.3289,            0.042254,            0.017033,           0.0022105,                   0,                   0,          0.00079903,          0.00079903,          0.00079903
