               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,     train/lmmd_loss,       train/fg_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,       val/lmmd_loss,         val/fg_loss,               x/lr0,               x/lr1,               x/lr2
                  93,            0.041098,            0.015728,           0.0025631,                   0,             0.59663,             0.67584,             0.67801,             0.68344,             0.33224,            0.027624,            0.012025,           0.0013903,                   0,                   0,          0.00080682,          0.00080682,          0.00080682
                  94,            0.035422,            0.018097,          0.00075817,                   0,             0.57803,             0.71091,             0.66287,              0.6971,             0.34418,             0.02715,            0.012072,           0.0013649,                   0,                   0,          0.00080294,          0.00080294,          0.00080294
                  95,            0.044852,            0.028406,           0.0018504,                   0,             0.59633,             0.68639,             0.69348,             0.69957,             0.33924,            0.027787,            0.012091,            0.001357,                   0,                   0,          0.00079903,          0.00079903,          0.00079903
                  96,            0.040524,            0.021511,          0.00090952,                   0,             0.58502,             0.70462,             0.68979,             0.68735,              0.3475,             0.02696,            0.012087,            0.001338,                   0,                   0,          0.00079509,          0.00079509,          0.00079509
                  97,            0.049165,            0.026543,           0.0012629,                   0,             0.59313,             0.67841,             0.67006,             0.67296,              0.3316,            0.026892,            0.011948,           0.0013059,                   0,                   0,          0.00079112,          0.00079112,          0.00079112
                  98,            0.040915,            0.017557,           0.0010149,                   0,             0.59248,              0.6248,             0.68826,              0.6614,             0.32986,            0.026744,            0.011959,           0.0012885,                   0,                   0,          0.00078713,          0.00078713,          0.00078713
                  99,            0.037733,            0.020213,          0.00071399,                   0,             0.59513,             0.64837,             0.69059,             0.68067,             0.33699,            0.026595,            0.012005,           0.0012682,                   0,                   0,          0.00078311,          0.00078311,          0.00078311
                 100,             0.04602,            0.029718,          0.00085425,                   0,             0.59957,             0.71442,             0.72116,             0.71548,             0.34526,            0.026853,             0.01189,           0.0012299,                   0,                   0,          0.00077907,          0.00077907,          0.00077907
                 101,            0.038104,            0.017506,          0.00074133,                   0,             0.58411,             0.70005,             0.74393,             0.72717,             0.35661,            0.027034,            0.011756,           0.0011936,                   0,                   0,            0.000775,            0.000775,            0.000775
                 102,            0.044671,             0.02765,          0.00099772,                   0,             0.59878,             0.70882,             0.73749,               0.731,             0.35759,            0.027046,            0.011748,           0.0011796,                   0,                   0,          0.00077091,          0.00077091,          0.00077091
                 103,             0.04233,            0.033461,           0.0019811,                   0,             0.61133,             0.78961,             0.69201,              0.7422,             0.34858,            0.027364,            0.011815,           0.0011698,                   0,                   0,          0.00076679,          0.00076679,          0.00076679
                 104,            0.059546,            0.020439,           0.0086317,                   0,             0.58382,              0.7103,             0.71389,             0.72583,             0.35417,             0.02646,            0.011798,           0.0011668,                   0,                   0,          0.00076265,          0.00076265,          0.00076265
                 105,            0.050922,            0.021849,          0.00098457,                   0,              0.5864,             0.76538,             0.71271,             0.74681,             0.35569,            0.026909,            0.011714,           0.0011598,                   0,                   0,          0.00075848,          0.00075848,          0.00075848
                 106,            0.040807,            0.021739,           0.0010847,                   0,              0.5824,              0.7478,               0.731,             0.74369,             0.36208,            0.026574,            0.011818,           0.0011526,                   0,                   0,           0.0007543,           0.0007543,           0.0007543
                 107,            0.041036,            0.026478,           0.0010117,                   0,             0.59314,             0.72257,             0.73562,             0.73844,             0.35858,            0.026876,            0.011766,           0.0011443,                   0,                   0,          0.00075009,          0.00075009,          0.00075009
                 108,            0.053145,            0.028181,           0.0010262,                   0,             0.59077,             0.72942,             0.72053,             0.73101,             0.36451,            0.026314,            0.011846,           0.0011435,                   0,                   0,          0.00074585,          0.00074585,          0.00074585
                 109,            0.052971,            0.033658,           0.0021901,                   0,             0.61617,             0.72405,             0.72545,             0.73439,             0.36016,            0.026624,            0.011961,            0.001137,                   0,                   0,           0.0007416,           0.0007416,           0.0007416
                 110,            0.051288,            0.021311,          0.00080939,                   0,             0.58972,             0.68945,             0.71527,             0.70651,             0.35226,             0.02623,            0.011853,           0.0011191,                   0,                   0,          0.00073733,          0.00073733,          0.00073733
                 111,            0.051189,             0.02615,           0.0011706,                   0,             0.57867,             0.72623,             0.71603,             0.74222,              0.3648,            0.026156,            0.011769,           0.0011086,                   0,                   0,          0.00073303,          0.00073303,          0.00073303
                 112,            0.037701,             0.02712,          0.00068166,                   0,             0.60336,             0.74335,             0.73177,             0.75848,             0.37832,            0.026001,            0.011776,           0.0011102,                   0,                   0,          0.00072872,          0.00072872,          0.00072872
                 113,            0.044705,            0.019638,           0.0013109,                   0,             0.58784,             0.75335,             0.70179,             0.74906,             0.36961,            0.025987,            0.011948,           0.0011081,                   0,                   0,          0.00072438,          0.00072438,          0.00072438
                 114,            0.037375,            0.020395,           0.0008782,                   0,             0.58686,             0.72293,             0.72636,             0.74103,             0.36724,            0.026233,            0.011859,           0.0010828,                   0,                   0,          0.00072003,          0.00072003,          0.00072003
                 115,            0.035336,            0.023307,          0.00063009,                   0,             0.58581,             0.74477,             0.70607,             0.74324,             0.36933,            0.026417,            0.012032,           0.0010923,                   0,                   0,          0.00071566,          0.00071566,          0.00071566
                 116,            0.040786,            0.024808,           0.0016892,                   0,             0.59088,             0.71996,             0.69376,             0.71254,             0.35002,            0.026318,            0.011907,           0.0010785,                   0,                   0,          0.00071127,          0.00071127,          0.00071127
                 117,            0.036851,            0.022594,          0.00043447,                   0,               0.586,               0.752,             0.71603,             0.73958,             0.35842,            0.026598,            0.011891,           0.0010591,                   0,                   0,          0.00070686,          0.00070686,          0.00070686
                 118,            0.035516,            0.023747,          0.00043208,                   0,             0.59891,             0.76157,             0.72621,             0.74368,             0.37018,            0.026281,            0.011679,           0.0010329,                   0,                   0,          0.00070243,          0.00070243,          0.00070243
                 119,             0.03443,            0.019597,          0.00083205,                   0,             0.58674,              0.7492,              0.7321,             0.75455,             0.36598,            0.026555,            0.011733,           0.0010254,                   0,                   0,          0.00069799,          0.00069799,          0.00069799
                 120,            0.060347,            0.033363,          0.00083175,                   0,             0.58678,             0.72065,              0.7288,             0.73571,             0.36742,            0.026486,            0.011721,           0.0010216,                   0,                   0,          0.00069353,          0.00069353,          0.00069353
                 121,            0.040984,            0.028919,          0.00088955,                   0,             0.59585,             0.73109,             0.71887,             0.74221,             0.35983,            0.026753,            0.011685,           0.0010063,                   0,                   0,          0.00068906,          0.00068906,          0.00068906
                 122,            0.041425,              0.0199,           0.0017806,                   0,             0.59142,             0.76102,             0.73408,             0.76314,             0.37431,             0.02613,            0.011688,           0.0010007,                   0,                   0,          0.00068457,          0.00068457,          0.00068457
                 123,            0.042142,            0.027307,           0.0008085,                   0,             0.61037,             0.73839,             0.71788,             0.74507,             0.35834,            0.026342,            0.011759,           0.0010018,                   0,                   0,          0.00068006,          0.00068006,          0.00068006
                 124,            0.042873,            0.013666,           0.0016708,                   0,             0.58139,              0.7602,             0.73501,             0.75392,              0.3463,            0.026877,            0.011729,          0.00099679,                   0,                   0,          0.00067555,          0.00067555,          0.00067555
                 125,            0.053745,            0.017333,            0.001013,                   0,             0.59163,              0.7371,             0.73868,             0.76045,             0.36753,            0.026045,            0.011704,          0.00099061,                   0,                   0,          0.00067101,          0.00067101,          0.00067101
                 126,            0.037813,            0.037482,           0.0010297,                   0,             0.59033,             0.73204,             0.73188,             0.75523,             0.36286,            0.025761,            0.011612,          0.00097243,                   0,                   0,          0.00066647,          0.00066647,          0.00066647
